Episode,Timestep,AttemptNum,ButtonData,GRUOutput,TruePositiveCount,TrueNegativeCount,FalsePositiveCount,FalseNegativeCount
263,13,0,0,0.59,46,4156,666,7
263,14,0,0,0.55,46,4156,667,7
263,16,0,0,0.78,46,4157,668,7
263,23,0,0,0.79,46,4163,669,7
264,14,0,0,0.57,46,4174,670,7
266,11,0,0,0.61,46,4197,671,8
266,13,0,0,0.67,46,4198,672,8
266,14,0,0,0.81,46,4198,673,8
266,15,0,0,0.71,46,4198,674,8
266,16,0,0,0.73,46,4198,675,8
266,17,0,0,0.57,46,4198,676,8
266,19,0,0,0.74,46,4199,677,8
266,20,0,0,0.7,46,4199,678,8
266,21,0,0,0.82,46,4199,679,8
266,28,0,0,0.7,46,4205,680,8
266,29,0,0,0.72,46,4205,681,8
267,22,0,0,0.76,46,4218,682,8
267,23,0,0,0.81,46,4218,683,8
267,24,0,0,0.69,46,4218,684,8
268,15,0,0,0.71,46,4229,685,8
268,16,0,0,0.56,46,4229,686,8
268,17,0,0,0.67,46,4229,687,8
268,20,0,0,0.61,46,4231,688,8
269,10,0,0,0.98,46,4241,689,8
269,15,0,0,0.81,46,4245,690,8
269,16,0,0,0.68,46,4245,691,8
269,17,0,0,0.74,46,4245,692,8
269,19,0,0,0.59,46,4246,693,8
269,20,0,0,0.53,46,4246,694,8
269,21,0,0,0.58,46,4246,695,8
269,22,0,0,0.59,46,4246,696,8
269,23,0,0,0.53,46,4246,697,8
269,24,0,0,0.51,46,4246,698,8
269,25,0,0,0.55,46,4246,699,8
270,30,0,0,0.61,46,4271,700,8
272,10,0,0,0.51,46,4292,701,8
274,24,0,0,0.88,47,4327,702,8
274,26,0,0,0.66,47,4328,703,8
274,27,0,0,0.57,47,4328,704,8
274,28,0,0,0.97,47,4328,705,8
276,10,0,0,0.69,47,4351,706,8
276,11,0,0,0.66,47,4351,707,8
277,10,0,0,0.57,47,4370,708,8
280,10,0,0,0.54,50,4374,709,8
280,11,0,0,0.59,50,4374,710,8
280,12,0,0,0.7,50,4374,711,8
280,19,0,0,0.76,50,4380,712,8
280,20,0,0,0.55,50,4380,713,8
280,21,0,0,0.78,50,4380,714,8
280,23,0,0,0.92,50,4381,715,8
280,24,0,0,0.7,50,4381,716,8
280,25,0,0,0.69,50,4381,717,8
280,26,0,0,0.93,50,4381,718,8
280,27,0,0,0.95,50,4381,719,8
280,28,0,0,0.74,50,4381,720,8
280,29,0,0,0.78,50,4381,721,8
280,30,0,0,0.78,50,4381,722,8
282,10,0,0,0.7,51,4385,723,8
282,12,0,0,0.7,51,4386,724,8
282,14,0,0,0.94,51,4387,725,8
282,16,0,0,0.51,51,4388,726,8
282,21,0,0,0.61,51,4392,727,8
282,27,0,0,0.55,51,4397,728,8
282,29,0,0,0.51,51,4398,729,8
283,11,0,0,1.0,51,4400,730,8
283,23,0,0,0.52,51,4411,731,8
283,27,0,0,0.51,51,4414,732,8
284,12,0,0,0.52,51,4419,733,8
284,15,0,0,0.55,51,4421,734,8
287,30,0,0,0.68,53,4449,735,9
288,27,0,0,0.6,53,4466,736,9
288,29,0,0,0.56,53,4467,737,9
291,10,0,0,0.81,55,4490,738,9
291,12,0,0,0.82,55,4491,739,9
291,14,0,0,0.64,55,4492,740,9
291,17,0,0,0.65,55,4494,741,9
291,18,0,0,0.61,55,4494,742,9
291,19,0,0,0.55,55,4494,743,9
292,10,0,0,0.63,55,4505,744,9
292,11,0,0,0.52,55,4505,745,9
292,12,0,0,0.54,55,4505,746,9
292,15,0,0,0.55,55,4507,747,9
292,16,0,0,0.54,55,4507,748,9
292,20,0,0,0.57,55,4510,749,9
292,21,0,0,0.78,55,4510,750,9
292,22,0,0,0.71,55,4510,751,9
292,23,0,0,0.54,55,4510,752,9
294,28,0,0,0.5,55,4556,753,9
295,10,0,0,0.52,55,4558,754,9
296,10,0,0,0.57,55,4578,755,9
296,13,0,0,0.53,55,4580,756,9
296,14,0,0,0.6,55,4580,757,9
296,15,0,0,0.57,55,4580,758,9
296,18,0,0,0.6,55,4582,759,9
296,20,0,0,0.64,55,4583,760,9
296,21,0,0,0.64,55,4583,761,9
297,11,0,0,0.58,56,4584,762,9
297,12,0,0,0.84,56,4584,763,9
297,13,0,0,0.81,56,4584,764,9
297,16,0,0,0.73,56,4586,765,9
297,23,0,0,0.61,56,4592,766,9
297,25,0,0,0.77,56,4593,767,9
297,29,0,0,0.62,56,4596,768,9
297,30,0,0,0.6,56,4596,769,9
298,11,0,0,0.8,56,4597,770,9
298,20,0,0,0.79,56,4605,771,9
298,22,0,0,0.53,56,4606,772,9
298,28,0,0,0.56,56,4611,773,9
298,29,0,0,0.54,56,4611,774,9
299,14,0,0,0.6,56,4616,775,9
299,17,0,0,0.83,56,4618,776,9
299,20,0,0,0.81,56,4620,777,9
299,27,0,0,1.17,56,4626,778,9
299,29,0,0,0.69,56,4627,779,9
299,30,0,0,0.53,56,4627,780,9
303,11,0,0,0.52,58,4659,781,9
303,12,0,0,0.58,58,4659,782,9
303,13,0,0,0.69,58,4659,783,9
304,22,0,0,0.74,59,4672,784,9
304,23,0,0,0.6,59,4672,785,9
305,13,0,0,0.59,59,4682,786,9
305,15,0,0,0.78,59,4683,787,9
305,16,0,0,0.73,59,4683,788,9
305,18,0,0,0.66,59,4684,789,9
305,19,0,0,0.57,59,4684,790,9
305,20,0,0,0.69,59,4684,791,9
305,21,0,0,0.63,59,4684,792,9
305,22,0,0,0.86,59,4684,793,9
305,23,0,0,0.7,59,4684,794,9
305,26,0,0,0.53,59,4686,795,9
306,11,0,0,0.52,59,4691,796,9
306,16,0,0,0.57,59,4695,797,9
307,10,0,0,0.69,59,4709,798,9
307,12,0,0,0.66,59,4710,799,9
307,25,0,0,0.73,59,4722,800,9
308,11,0,0,0.57,59,4723,801,10
308,12,0,0,0.83,59,4723,802,10
308,13,0,0,0.89,59,4723,803,10
309,11,0,0,0.7,60,4735,804,10
309,13,0,0,0.5,60,4736,805,10
309,14,0,0,0.68,60,4736,806,10
309,15,0,0,0.98,60,4736,807,10
309,16,0,0,0.91,60,4736,808,10
309,18,0,0,0.57,60,4737,809,10
309,20,0,0,0.56,60,4738,810,10
309,21,0,0,0.52,60,4738,811,10
309,22,0,0,0.63,60,4738,812,10
310,10,0,0,0.71,60,4746,813,10
310,29,0,0,0.53,60,4764,814,10
312,11,0,0,0.64,61,4769,815,10
312,12,0,0,0.52,61,4769,816,10
312,23,0,0,0.51,61,4779,817,10
314,20,0,0,0.88,63,4799,818,10
314,28,0,0,0.55,63,4806,819,10
315,11,0,0,0.52,63,4809,820,10
315,12,0,0,0.53,63,4809,821,10
315,13,0,0,0.6,63,4809,822,10
315,14,0,0,0.68,63,4809,823,10
315,15,0,0,0.82,63,4809,824,10
315,16,0,0,0.81,63,4809,825,10
315,18,0,0,0.7,63,4810,826,10
315,19,0,0,0.65,63,4810,827,10
315,20,0,0,0.53,63,4810,828,10
315,24,0,0,0.56,63,4813,829,10
316,14,0,0,0.71,63,4823,830,10
316,29,0,0,0.6,63,4837,831,10
316,30,0,0,0.67,63,4837,832,10
317,19,0,0,0.56,63,4846,833,10
319,25,0,0,0.52,64,4883,834,11
319,27,0,0,0.53,64,4884,835,11
320,12,0,0,0.55,64,4889,836,11
322,20,0,0,0.81,65,4932,837,11
322,21,0,0,0.9,65,4932,838,11
322,22,0,0,0.91,65,4932,839,11
322,23,0,0,0.51,65,4932,840,11
323,23,0,0,0.53,66,4945,841,11
323,24,0,0,0.5,66,4945,842,11
323,25,0,0,0.53,66,4945,843,11
323,26,0,0,0.63,66,4945,844,11
323,27,0,0,0.58,66,4945,845,11
323,30,0,0,0.68,66,4947,846,11
324,15,0,0,0.51,66,4952,847,11
324,18,0,0,0.7,66,4954,848,11
324,20,0,0,0.71,66,4955,849,11
324,21,0,0,0.68,66,4955,850,11
324,22,0,0,0.83,66,4955,851,11
324,24,0,0,0.7,66,4956,852,11
324,28,0,0,0.51,66,4959,853,11
325,15,0,0,0.62,66,4966,854,11
325,19,0,0,0.52,66,4969,855,11
326,15,0,0,0.65,66,4985,856,11
326,19,0,0,0.58,66,4988,857,11
326,20,0,0,0.64,66,4988,858,11
326,22,0,0,0.52,66,4989,859,11
326,23,0,0,0.52,66,4989,860,11
326,27,0,0,0.53,66,4992,861,11
327,23,0,0,0.57,66,5008,862,11
327,29,0,0,0.5,66,5013,863,11
329,10,0,0,0.65,66,5035,864,11
329,11,0,0,0.59,66,5035,865,11
329,12,0,0,0.52,66,5035,866,11
329,13,0,0,0.78,66,5035,867,11
329,14,0,0,0.57,66,5035,868,11
329,15,0,0,0.51,66,5035,869,11
329,17,0,0,0.64,66,5036,870,11
331,24,0,0,0.56,67,5064,871,11
331,25,0,0,0.63,67,5064,872,11
331,26,0,0,0.62,67,5064,873,11
331,30,0,0,0.69,67,5067,874,11
332,19,0,0,0.63,67,5076,875,11
332,20,0,0,0.91,67,5076,876,11
332,21,0,0,0.93,67,5076,877,11
332,22,0,0,0.71,67,5076,878,11
332,25,0,0,0.51,67,5078,879,11
332,26,0,0,0.57,67,5078,880,11
332,28,0,0,0.65,67,5079,881,11
333,12,0,0,0.52,67,5083,882,11
333,15,0,0,0.54,67,5085,883,11
333,16,0,0,0.73,67,5085,884,11
333,26,0,0,0.52,67,5094,885,11
333,27,0,0,0.81,67,5094,886,11
333,28,0,0,0.88,67,5094,887,11
333,29,0,0,0.53,67,5094,888,11
334,10,0,0,0.6,67,5095,889,11
334,11,0,0,0.68,67,5095,890,11
334,12,0,0,0.5,67,5095,891,11
336,14,0,0,0.65,69,5129,892,11
337,10,0,0,0.55,69,5145,893,11
337,11,0,0,0.59,69,5145,894,11
337,15,0,0,0.59,69,5148,895,11
337,27,0,0,0.68,69,5159,896,11
337,30,0,0,0.57,69,5161,897,11
338,10,0,0,0.51,69,5161,898,11
338,11,0,0,0.83,69,5161,899,11
338,13,0,0,0.99,69,5162,900,11
338,15,0,0,0.64,69,5163,901,11
338,28,0,0,0.7,69,5175,902,11
340,10,0,0,0.55,70,5180,903,11
340,11,0,0,0.53,70,5180,904,11
342,26,0,0,0.51,72,5200,905,11
342,28,0,0,0.51,72,5201,906,11
343,11,0,0,0.76,73,5203,907,11
343,12,0,0,0.7,73,5203,908,11
343,17,0,0,0.54,73,5207,909,11
343,30,0,0,0.89,73,5219,910,11
344,11,0,0,0.51,73,5220,911,11
344,13,0,0,0.58,73,5221,912,11
344,20,0,0,0.66,73,5227,913,11
344,21,0,0,0.77,73,5227,914,11
346,10,0,0,0.57,74,5249,915,11
346,12,0,0,0.8,74,5250,916,11
346,14,0,0,0.57,74,5251,917,11
346,15,0,0,0.68,74,5251,918,11
346,17,0,0,0.61,74,5252,919,11
346,18,0,0,0.65,74,5252,920,11
346,19,0,0,0.69,74,5252,921,11
346,23,0,0,0.6,74,5255,922,11
346,27,0,0,0.81,74,5258,923,11
347,18,0,0,0.86,74,5269,924,11
347,19,0,0,0.62,74,5269,925,11
347,21,0,0,0.51,74,5270,926,11
349,10,0,0,0.58,76,5275,927,11
349,11,0,0,0.64,76,5275,928,11
349,12,0,0,0.62,76,5275,929,11
349,14,0,0,0.6,76,5276,930,11
349,17,0,0,0.63,76,5278,931,11
350,11,0,0,0.62,76,5292,932,11
350,12,0,0,0.68,76,5292,933,11
350,13,0,0,0.76,76,5292,934,11
350,14,0,0,0.54,76,5292,935,11
350,17,0,0,0.61,76,5294,936,11
350,19,0,0,0.61,76,5295,937,11
350,25,0,0,0.54,76,5300,938,11
350,26,0,0,0.64,76,5300,939,11
350,27,0,0,0.63,76,5300,940,11
350,28,0,0,0.77,76,5300,941,11
351,11,0,0,0.54,76,5303,942,11
351,12,0,0,0.6,76,5303,943,11
351,13,0,0,0.61,76,5303,944,11
351,20,0,0,0.62,76,5309,945,11
351,21,0,0,0.67,76,5309,946,11
352,13,0,0,0.62,76,5321,947,11
352,15,0,0,0.62,76,5322,948,11
353,10,0,0,0.73,77,5322,949,11
353,17,0,0,0.5,77,5328,950,11
353,21,0,0,0.65,77,5331,951,11
353,22,0,0,0.83,77,5331,952,11
353,23,0,0,0.75,77,5331,953,11
353,24,0,0,0.6,77,5331,954,11
353,26,0,0,0.7,77,5332,955,11
353,30,0,0,0.56,77,5335,956,11
354,11,0,0,0.75,77,5336,957,11
354,12,0,0,0.68,77,5336,958,11
354,13,0,0,0.57,77,5336,959,11
354,17,0,0,0.6,77,5339,960,11
354,18,0,0,0.69,77,5339,961,11
354,19,0,0,0.79,77,5339,962,11
354,20,0,0,0.77,77,5339,963,11
354,21,0,0,0.78,77,5339,964,11
354,27,0,0,0.57,77,5344,965,11
355,20,0,0,0.66,78,5355,966,11
355,22,0,0,0.69,78,5356,967,11
355,24,0,0,0.55,78,5357,968,11
355,25,0,0,0.61,78,5357,969,11
355,30,0,0,0.53,78,5361,970,11
356,11,0,0,0.52,78,5362,971,11
356,13,0,0,0.71,78,5363,972,11
356,14,0,0,0.83,78,5363,973,11
356,15,0,0,0.57,78,5363,974,11
356,17,0,0,0.53,78,5364,975,11
356,20,0,0,0.81,78,5366,976,11
356,23,0,0,0.78,78,5368,977,11
356,24,0,0,0.87,78,5368,978,11
356,25,0,0,0.84,78,5368,979,11
357,13,0,0,0.54,78,5376,980,11
358,13,0,0,0.91,78,5396,981,11
358,14,0,0,0.53,78,5396,982,11
358,15,0,0,0.93,78,5396,983,11
358,16,0,0,0.82,78,5396,984,11
359,19,0,0,0.75,78,5419,985,11
360,16,0,0,0.63,78,5436,986,11
360,17,0,0,0.61,78,5436,987,11
360,18,0,0,0.68,78,5436,988,11
361,13,0,0,0.59,78,5451,989,11
361,15,0,0,0.93,78,5452,990,11
362,10,0,0,0.57,78,5467,991,11
364,12,0,0,0.8,80,5471,992,11
364,13,0,0,0.7,80,5471,993,11
364,21,0,0,0.9,80,5478,994,11
366,11,0,0,0.54,81,5491,995,11
366,12,0,0,0.68,81,5491,996,11
366,18,0,0,0.65,81,5496,997,11
366,19,0,0,0.78,81,5496,998,11
366,22,0,0,0.9,81,5498,999,11
366,26,0,0,0.68,81,5501,1000,11
366,27,0,0,0.75,81,5501,1001,11
367,22,0,0,0.74,81,5516,1002,11
367,23,0,0,0.71,81,5516,1003,11
368,19,0,0,0.54,82,5527,1004,11
368,20,0,0,0.7,82,5527,1005,11
368,21,0,0,0.8,82,5527,1006,11
368,22,0,0,0.6,82,5527,1007,11
368,23,0,0,0.83,82,5527,1008,11
369,13,0,0,0.55,82,5537,1009,11
369,14,0,0,0.67,82,5537,1010,11
369,15,0,0,0.62,82,5537,1011,11
369,16,0,0,0.67,82,5537,1012,11
370,10,0,0,0.75,82,5551,1013,11
370,11,0,0,0.87,82,5551,1014,11
370,14,0,0,0.62,82,5553,1015,11
370,15,0,0,0.58,82,5553,1016,11
370,16,0,0,0.58,82,5553,1017,11
370,17,0,0,0.53,82,5553,1018,11
370,18,0,0,0.77,82,5553,1019,11
370,20,0,0,0.64,82,5554,1020,11
374,10,0,0,0.55,85,5594,1021,11
376,16,0,0,0.53,86,5620,1022,12
376,19,0,0,0.6,86,5622,1023,12
377,10,0,0,0.68,87,5622,1024,12
377,11,0,0,0.66,87,5622,1025,12
377,12,0,0,0.69,87,5622,1026,12
377,13,0,0,0.5,87,5622,1027,12
377,18,0,0,0.59,87,5626,1028,12
377,19,0,0,0.67,87,5626,1029,12
377,28,0,0,0.52,87,5634,1030,12
377,30,0,0,0.66,87,5635,1031,12
379,10,0,0,0.63,88,5641,1032,12
379,12,0,0,0.63,88,5642,1033,12
379,15,0,0,0.51,88,5644,1034,12
381,10,0,0,0.58,90,5646,1035,12
381,18,0,0,0.54,90,5653,1036,12
385,10,0,0,0.67,94,5676,1037,12
385,11,0,0,0.76,94,5676,1038,12
385,16,0,0,0.63,94,5680,1039,12
385,24,0,0,0.63,94,5687,1040,12
385,26,0,0,0.53,94,5688,1041,12
389,11,0,0,0.88,98,5709,1042,12
389,12,0,0,0.58,98,5709,1043,12
389,13,0,0,0.51,98,5709,1044,12
389,14,0,0,0.54,98,5709,1045,12
389,28,0,0,0.52,98,5722,1046,12
389,29,0,0,0.52,98,5722,1047,12
391,27,0,0,0.61,99,5757,1048,12
392,10,0,0,0.77,99,5760,1049,12
392,11,0,0,0.64,99,5760,1050,12
392,25,0,0,0.73,99,5773,1051,12
392,26,0,0,0.8,99,5773,1052,12
393,19,0,0,0.76,100,5782,1053,12
393,20,0,0,0.57,100,5782,1054,12
393,22,0,0,0.82,100,5783,1055,12
393,23,0,0,0.68,100,5783,1056,12
393,24,0,0,0.64,100,5783,1057,12
393,25,0,0,0.61,100,5783,1058,12
397,14,0,0,0.64,102,5849,1059,12
397,15,0,0,0.73,102,5849,1060,12
397,21,0,0,0.56,102,5854,1061,12
397,23,0,0,0.56,102,5855,1062,12
398,22,0,0,0.57,103,5867,1063,12
398,23,0,0,0.67,103,5867,1064,12
399,21,0,0,0.54,103,5878,1065,13
399,23,0,0,0.53,103,5879,1066,13
399,26,0,0,0.51,103,5881,1067,13
404,10,0,0,0.53,107,5923,1068,13
408,25,0,0,0.74,111,5972,1069,13
409,10,0,0,0.52,112,5973,1070,13
409,12,0,0,0.59,112,5974,1071,13
409,14,0,0,0.54,112,5975,1072,13
409,28,0,0,0.58,112,5988,1073,13
411,10,0,0,0.72,113,6003,1074,13
411,18,0,0,0.51,113,6010,1075,13
411,19,0,0,0.57,113,6010,1076,13
411,23,0,0,0.59,113,6013,1077,13
412,10,0,0,0.8,113,6013,1078,14
412,11,0,0,0.74,113,6013,1079,14
413,16,0,0,0.51,114,6028,1080,14
413,27,0,0,0.6,114,6038,1081,14
413,28,0,0,0.53,114,6038,1082,14
415,11,0,0,0.56,115,6050,1083,14
415,14,0,0,0.55,115,6052,1084,14
415,30,0,0,0.68,115,6067,1085,14
417,16,0,0,0.65,116,6074,1086,14
417,25,0,0,0.5,116,6082,1087,14
418,24,0,0,0.54,116,6101,1088,14
418,25,0,0,0.58,116,6101,1089,14
418,27,0,0,0.65,116,6102,1090,14
419,12,0,0,1.0,116,6107,1091,14
419,21,0,0,0.65,116,6115,1092,14
419,23,0,0,0.68,116,6116,1093,14
419,24,0,0,0.73,116,6116,1094,14
419,25,0,0,0.89,116,6116,1095,14
419,26,0,0,0.67,116,6116,1096,14
419,27,0,0,0.5,116,6116,1097,14
419,29,0,0,0.89,116,6117,1098,14
419,30,0,0,0.86,116,6117,1099,14
421,10,0,0,0.55,117,6121,1100,14
421,11,0,0,0.59,117,6121,1101,14
421,14,0,0,0.55,117,6123,1102,14
421,16,0,0,0.54,117,6124,1103,14
421,20,0,0,0.51,117,6127,1104,14
424,23,0,0,0.53,119,6184,1105,14
424,25,0,0,0.84,119,6185,1106,14
425,23,0,0,0.54,119,6203,1107,14
426,10,0,0,0.74,120,6203,1108,14
427,10,0,0,0.59,121,6203,1109,14
427,12,0,0,0.52,121,6204,1110,14
427,15,0,0,0.52,121,6206,1111,14
428,11,0,0,1.0,121,6222,1112,14
428,13,0,0,0.54,121,6223,1113,14
430,10,0,0,0.6,122,6248,1114,14
430,11,0,0,0.7,122,6248,1115,14
430,12,0,0,0.65,122,6248,1116,14
430,14,0,0,0.76,122,6249,1117,14
430,23,0,0,0.53,122,6257,1118,14
430,26,0,0,0.66,122,6259,1119,14
431,12,0,0,0.74,122,6265,1120,14
431,17,0,0,0.64,122,6269,1121,14
431,19,0,0,0.59,122,6270,1122,14
431,28,0,0,0.71,122,6278,1123,14
431,29,0,0,0.68,122,6278,1124,14
432,16,0,0,0.52,122,6285,1125,14
433,13,0,0,0.75,122,6302,1126,14
434,21,0,0,0.63,123,6325,1127,14
434,26,0,0,0.55,123,6329,1128,14
434,27,0,0,0.71,123,6329,1129,14
435,11,0,0,0.99,123,6333,1130,14
435,13,0,0,0.51,123,6334,1131,14
435,14,0,0,0.76,123,6334,1132,14
435,15,0,0,0.52,123,6334,1133,14
435,16,0,0,0.94,123,6334,1134,14
435,18,0,0,0.64,123,6335,1135,14
435,19,0,0,0.52,123,6335,1136,14
436,16,0,0,0.75,123,6352,1137,14
437,15,0,0,0.67,123,6371,1138,14
437,17,0,0,0.63,123,6372,1139,14
437,30,0,0,0.66,123,6384,1140,14
438,24,0,0,0.63,123,6398,1141,14
438,26,0,0,0.53,123,6399,1142,14
438,27,0,0,0.68,123,6399,1143,14
438,28,0,0,0.83,123,6399,1144,14
440,15,0,0,0.63,124,6407,1145,14
440,16,0,0,1.2,124,6407,1146,14
440,27,0,0,0.52,124,6417,1147,14
444,18,0,0,0.56,126,6465,1148,14
446,19,0,0,0.52,127,6480,1149,15
448,13,0,0,0.93,127,6495,1150,16
448,14,0,0,0.72,127,6495,1151,16
448,23,0,0,1.0,127,6503,1152,16
448,25,0,0,0.59,127,6504,1153,16
448,26,0,0,0.73,127,6504,1154,16
449,12,0,0,0.61,127,6510,1155,16
449,13,0,0,0.72,127,6510,1156,16
449,14,0,0,0.75,127,6510,1157,16
449,17,0,0,0.52,127,6512,1158,16
449,18,0,0,0.51,127,6512,1159,16
451,13,0,0,0.86,128,6528,1160,16
451,16,0,0,0.68,128,6530,1161,16
451,22,0,0,0.57,128,6535,1162,16
451,23,0,0,0.79,128,6535,1163,16
451,24,0,0,0.68,128,6535,1164,16
451,25,0,0,0.67,128,6535,1165,16
451,26,0,0,0.69,128,6535,1166,16
451,27,0,0,0.85,128,6535,1167,16
451,28,0,0,0.75,128,6535,1168,16
451,29,0,0,1.11,128,6535,1169,16
451,30,0,0,0.78,128,6535,1170,16
452,19,0,0,0.61,128,6544,1171,16
452,20,0,0,0.55,128,6544,1172,16
452,21,0,0,0.65,128,6544,1173,16
452,26,0,0,0.65,128,6548,1174,16
452,29,0,0,0.52,128,6550,1175,16
453,15,0,0,0.56,129,6555,1176,16
453,16,0,0,0.66,129,6555,1177,16
453,17,0,0,0.52,129,6555,1178,16
453,18,0,0,0.57,129,6555,1179,16
453,19,0,0,0.65,129,6555,1180,16
453,20,0,0,0.55,129,6555,1181,16
455,18,0,0,0.5,130,6584,1182,16
458,11,0,0,0.6,131,6634,1183,16
458,12,0,0,0.88,131,6634,1184,16
458,13,0,0,0.68,131,6634,1185,16
458,14,0,0,0.57,131,6634,1186,16
459,10,0,0,0.61,132,6634,1187,16
459,11,0,0,0.78,132,6634,1188,16
459,12,0,0,0.68,132,6634,1189,16
459,13,0,0,0.83,132,6634,1190,16
459,14,0,0,0.76,132,6634,1191,16
459,15,0,0,0.83,132,6634,1192,16
459,17,0,0,0.69,132,6635,1193,16
459,18,0,0,0.71,132,6635,1194,16
459,19,0,0,0.77,132,6635,1195,16
461,10,0,0,0.82,133,6661,1196,16
463,11,0,0,1.19,134,6702,1197,16
463,12,0,0,0.51,134,6702,1198,16
463,13,0,0,0.98,134,6702,1199,16
464,10,0,0,0.52,134,6719,1200,16
464,11,0,0,0.85,134,6719,1201,16
464,12,0,0,0.77,134,6719,1202,16
464,14,0,0,0.53,134,6720,1203,16
464,15,0,0,0.8,134,6720,1204,16
464,16,0,0,0.85,134,6720,1205,16
464,17,0,0,0.76,134,6720,1206,16
464,21,0,0,0.62,134,6723,1207,16
464,22,0,0,0.67,134,6723,1208,16
464,23,0,0,0.84,134,6723,1209,16
465,10,0,0,0.59,134,6730,1210,16
465,11,0,0,0.78,134,6730,1211,16
465,26,0,0,0.81,134,6744,1212,16
468,25,0,0,0.56,137,6777,1213,16
468,26,0,0,0.68,137,6777,1214,16
468,27,0,0,0.58,137,6777,1215,16
468,28,0,0,0.52,137,6777,1216,16
469,17,0,0,0.76,137,6786,1217,16
469,19,0,0,0.52,137,6787,1218,16
469,21,0,0,0.55,137,6788,1219,16
470,28,0,0,0.53,137,6815,1220,16
471,18,0,0,0.84,137,6825,1221,16
471,19,0,0,0.68,137,6825,1222,16
473,11,0,0,0.75,139,6827,1223,16
473,12,0,0,0.64,139,6827,1224,16
473,15,0,0,0.51,139,6829,1225,16
473,22,0,0,0.53,139,6835,1226,16
473,26,0,0,0.62,139,6838,1227,16
473,27,0,0,0.64,139,6838,1228,16
473,28,0,0,0.7,139,6838,1229,16
473,30,0,0,0.83,139,6839,1230,16
474,10,0,0,0.78,139,6839,1231,16
474,11,0,0,0.51,139,6839,1232,16
477,12,0,0,0.71,140,6883,1233,16
477,14,0,0,0.52,140,6884,1234,16
477,15,0,0,0.57,140,6884,1235,16
477,16,0,0,0.63,140,6884,1236,16
477,17,0,0,0.94,140,6884,1237,16
477,18,0,0,0.79,140,6884,1238,16
477,19,0,0,0.91,140,6884,1239,16
477,20,0,0,0.88,140,6884,1240,16
477,25,0,0,0.53,140,6888,1241,16
477,27,0,0,0.73,140,6889,1242,16
480,28,0,0,0.51,141,6951,1243,16
481,16,0,0,0.55,141,6959,1244,16
481,29,0,0,0.51,141,6971,1245,16
482,12,0,0,0.71,141,6974,1246,16
482,13,0,0,0.54,141,6974,1247,16
482,14,0,0,0.66,141,6974,1248,16
482,15,0,0,0.59,141,6974,1249,16
485,14,0,0,0.51,144,6987,1250,16
485,15,0,0,0.62,144,6987,1251,16
485,16,0,0,0.65,144,6987,1252,16
485,17,0,0,0.64,144,6987,1253,16
486,10,0,0,0.83,145,6992,1254,16
486,11,0,0,0.63,145,6992,1255,16
486,12,0,0,0.92,145,6992,1256,16
486,13,0,0,0.58,145,6992,1257,16
486,14,0,0,0.79,145,6992,1258,16
486,15,0,0,0.77,145,6992,1259,16
486,16,0,0,0.91,145,6992,1260,16
486,17,0,0,0.84,145,6992,1261,16
486,24,0,0,0.89,145,6998,1262,16
486,26,0,0,0.61,145,6999,1263,16
486,27,0,0,0.73,145,6999,1264,16
488,27,0,0,0.7,146,7022,1265,16
488,28,0,0,0.84,146,7022,1266,16
492,12,0,0,0.72,148,7054,1267,16
492,15,0,0,0.52,148,7056,1268,16
492,16,0,0,0.61,148,7056,1269,16
492,17,0,0,0.54,148,7056,1270,16
494,15,0,0,0.54,149,7082,1271,16
494,16,0,0,0.79,149,7082,1272,16
494,17,0,0,0.6,149,7082,1273,16
494,18,0,0,0.62,149,7082,1274,16
501,15,0,0,0.82,150,7216,1275,16
501,16,0,0,0.71,150,7216,1276,16
501,25,0,0,0.57,150,7224,1277,16
502,11,0,0,0.55,150,7230,1278,16
505,15,0,0,0.66,151,7277,1279,16
505,16,0,0,0.68,151,7277,1280,16
505,17,0,0,0.66,151,7277,1281,16
506,10,0,0,0.63,152,7278,1282,16
506,11,0,0,0.58,152,7278,1283,16
506,12,0,0,0.63,152,7278,1284,16
506,13,0,0,0.59,152,7278,1285,16
506,14,0,0,0.71,152,7278,1286,16
506,17,0,0,0.7,152,7280,1287,16
506,18,0,0,0.66,152,7280,1288,16
506,20,0,0,0.51,152,7281,1289,16
506,24,0,0,0.63,152,7284,1290,16
506,27,0,0,0.6,152,7286,1291,16
506,28,0,0,0.62,152,7286,1292,16
508,15,0,0,0.87,153,7302,1293,16
508,17,0,0,0.88,153,7303,1294,16
509,16,0,0,0.56,153,7322,1295,16
509,17,0,0,1.0,153,7322,1296,16
509,19,0,0,0.63,153,7323,1297,16
509,22,0,0,0.52,153,7325,1298,16
510,10,0,0,0.79,153,7333,1299,16
510,13,0,0,0.67,153,7335,1300,16
510,14,0,0,0.5,153,7335,1301,16
510,15,0,0,0.78,153,7335,1302,16
510,16,0,0,0.71,153,7335,1303,16
510,17,0,0,0.68,153,7335,1304,16
511,15,0,0,0.91,153,7340,1305,17
511,17,0,0,0.77,153,7341,1306,17
511,19,0,0,0.81,153,7342,1307,17
511,20,0,0,1.02,153,7342,1308,17
511,21,0,0,0.9,153,7342,1309,17
512,10,0,0,0.65,153,7351,1310,17
512,11,0,0,0.85,153,7351,1311,17
512,12,0,0,0.73,153,7351,1312,17
513,10,0,0,0.92,153,7369,1313,17
